timestamp,ax,ay,az,gx,gy,gz,mx,my,mz,label
37326,1.01,0.02,-0.01,0.06,0.06,0.12,-45.00,-34.00,21.00,sitting_down
37419,1.01,0.02,-0.01,1.10,0.73,0.00,-44.00,-33.00,23.00,sitting_down
37512,1.01,0.02,-0.02,0.18,-0.49,-0.24,-44.00,-37.00,22.00,sitting_down
37618,1.01,0.01,-0.01,-0.43,-0.18,0.00,-43.00,-35.00,29.00,sitting_down
37711,1.01,0.01,-0.02,0.06,0.85,0.24,-46.00,-33.00,20.00,sitting_down
37817,1.01,0.02,-0.01,-0.79,-0.73,0.00,-48.00,-34.00,32.00,sitting_down
37910,1.01,0.02,-0.00,-0.37,0.85,0.31,-46.00,-35.00,24.00,sitting_down
38016,1.01,0.02,-0.01,-0.24,-1.10,-0.06,-44.00,-35.00,23.00,sitting_down
38109,1.01,0.02,-0.01,-0.85,0.43,0.37,-48.00,-33.00,29.00,sitting_down
38215,1.01,0.02,-0.01,-0.61,0.24,0.06,-42.00,-35.00,24.00,sitting_down
38308,1.01,0.02,0.00,-0.06,0.61,0.00,-44.00,-34.00,27.00,sitting_down
38414,1.01,0.02,-0.01,-0.79,-0.31,-0.12,-45.00,-36.00,22.00,sitting_down
38507,1.01,0.02,-0.01,-0.06,0.12,-0.18,-45.00,-36.00,26.00,sitting_down
38613,1.01,0.02,-0.01,-0.12,0.24,-0.31,-46.00,-33.00,24.00,sitting_down
38706,1.01,0.02,-0.01,-0.24,1.59,-0.24,-45.00,-33.00,21.00,sitting_down
38799,1.01,0.02,-0.01,-0.18,0.43,0.00,-45.00,-36.00,25.00,sitting_down
38905,1.01,0.02,-0.01,-0.06,0.12,0.18,-47.00,-34.00,29.00,sitting_down
38998,1.01,0.02,-0.01,-0.61,-0.06,0.12,-45.00,-31.00,22.00,sitting_down
39104,1.01,0.02,-0.01,0.24,-0.37,-0.31,-46.00,-35.00,22.00,sitting_down
39197,1.01,0.02,-0.01,-0.37,-1.28,0.12,-45.00,-32.00,31.00,sitting_down
39303,1.01,0.02,-0.01,0.55,0.92,0.18,-47.00,-33.00,35.00,sitting_down
